bacteremia,AdverseReaction
and,O
sepsis,AdverseReaction
or,O
septic shock,AdverseReaction
including,O
fatal,AdverseReaction
outcomes,O
have,O
been,O
reported,O
in,O
patients,O
treated,O
with,O
ADCETRIS,O
Patients,O
should,O
be,O
closely,O
monitored,O
during,O
treatment,O
for,O
the,O
emergence,O
of,O
possible,O
bacterial,O
fungal,O
or,O
viral,O
infections,O
5,O
5,O
Tumor,O
Lysis,O
Syndrome,O
Patients,O
with,O
rapidly,O
proliferating,O
tumor,O
and,O
high,O
tumor,O
burden,O
may,Factor
be,O
at,O
increased,O
risk,O
of,O
tumor lysis syndrome,AdverseReaction
Monitor,O
closely,O
and,O
take,O
appropriate,O
measures,O
5,O
6,O
Increased,O
Toxicity,O
in,O
the,O
Presence,O
of,O
Severe,O
Renal,O
Impairment,O
The,O
frequency,O
of,O
Grade,O
3,O
adverse,O
reactions,O
and,O
deaths,AdverseReaction
was,O
greater,O
in,O
patients,O
with,O
severe,O
renal,O
impairment,O
compared,O
to,O
patients,O
with,O
normal,O
renal,O
function,O
Due,O
to,O
higher,O
MMAE,O
exposure,O
Grade,O
3,O
adverse,O
reactions,O
may,O
be,O
more,O
frequent,O
in,O
patients,O
with,O
severe,O
renal,O
impairment,O
compared,O
to,O
patients,O
with,O
normal,O
renal,O
function,O
Avoid,O
the,O
use,O
of,O
ADCETRIS,O
in,O
patients,O
with,O
severe,O
renal,O
impairment,O
creatinine,O
clearance,O
CLcr,O
30,O
mL,O
min,O
see,O
Use,O
in,O
Specific,O
Populations,O
8,O
6,O
5,O
7,O
Increased,O
Toxicity,O
in,O
the,O
Presence,O
of,O
Moderate,O
or,O
Severe,O
Hepatic,O
Impairment,O
The,O
frequency,O
of,O
Grade,O
3,O
adverse,O
reactions,O
and,O
deaths,AdverseReaction
was,O
greater,O
in,O
patients,O
with,O
moderate,O
and,O
severe,O
hepatic,O
impairment,O
compared,O
to,O
patients,O
with,O
normal,O
hepatic,O
function,O
Avoid,O
the,O
use,O
of,O
ADCETRIS,O
in,O
patients,O
with,O
moderate,O
Child,O
Pugh,O
B,O
or,O
severe,O
Child,O
Pugh,O
C,O
hepatic,O
impairment,O
see,O
Use,O
in,O
Specific,O
Populations,O
8,O
7,O
5,O
8,O
Hepatotoxicity,O
Serious,Severity
cases,O
of,O
hepatotoxicity,AdverseReaction
including,O
fatal,AdverseReaction
outcomes,O
have,O
occurred,O
in,O
patients,O
receiving,O
ADCETRIS,O
Cases,O
were,O
consistent,O
with,O
hepatocellular injury,AdverseReaction
including,O
elevations of transaminases of,AdverseReaction
and,O
or,O
bilirubin,AdverseReaction
Cases,O
have,O
occurred,O
after,O
the,O
first,O
dose,O
of,O
ADCETRIS,O
or,O
after,O
ADCETRIS,O
rechallenge,O
Preexisting,O
liver,O
disease,O
elevated,O
baseline,O
liver,O
enzymes,O
and,O
concomitant,O
medications,O
may,O
also,O
increase,O
the,O
risk,O
Monitor,O
liver,O
enzymes,O
and,O
bilirubin,O
Patients,O
experiencing,O
new,O
worsening,O
or,O
recurrent,O
hepatotoxicity,O
may,O
require,O
a,O
delay,O
change,O
in,O
dose,O
or,O
discontinuation,O
of,O
ADCETRIS,O
5,O
9,O
Progressive,O
Multifocal,O
Leukoencephalopathy,O
JC virus infection,AdverseReaction
resulting,O
in,O
PML,AdverseReaction
and,O
death,AdverseReaction
has,O
been,O
reported,O
in,O
ADCETRIS,O
treated,O
patients,O
First,O
onset,O
of,O
symptoms,O
occurred,O
at,O
various,O
times,O
from,O
initiation,O
of,O
ADCETRIS,O
therapy,O
with,O
some,O
cases,O
occurring,O
within,O
3,O
months,O
of,O
initial,O
exposure,O
In,O
addition,O
to,O
ADCETRIS,O
therapy,O
other,O
possible,O
contributory,O
factors,O
include,O
prior,O
therapies,O
and,O
underlying,O
disease,O
that,O
may,O
cause,O
immunosuppression,O
Consider,O
the,O
diagnosis,O
of,O
PML,O
in,O
any,O
patient,O
presenting,O
with,O
new,O
onset,O
signs,O
and,O
symptoms,O
of,O
central,O
nervous,O
system,O
abnormalities,O
Hold,O
ADCETRIS,O
dosing,O
for,O
any,O
suspected,O
case,O
of,O
PML,O
and,O
discontinue,O
ADCETRIS,O
dosing,O
if,O
a,O
diagnosis,O
of,O
PML,O
is,O
confirmed,O
5,O
10,O
Pulmonary,O
Toxicity,O
Events,O
of,O
noninfectious pulmonary toxicity,AdverseReaction
including,O
pneumonitis,AdverseReaction
interstitial lung disease,AdverseReaction
and,O
acute respiratory distress syndrome,AdverseReaction
ARDS,AdverseReaction
some,O
with,O
fatal,AdverseReaction
outcomes,O
have,O
been,O
reported,O
Monitor,O
patients,O
for,O
signs,O
and,O
symptoms,O
of,O
pulmonary,O
toxicity,O
including,O
cough,O
and,O
dyspnea,O
In,O
the,O
event,O
of,O
new,O
or,O
worsening,O
pulmonary,O
symptoms,O
hold,O
ADCETRIS,O
dosing,O
during,O
evaluation,O
and,O
until,O
symptomatic,O
improvement,O
5,O
11,O
Serious,O
Dermatologic,O
Reactions,O
Stevens Johnson syndrome,AdverseReaction
SJS,AdverseReaction
and,O
toxic epidermal necrolysis,AdverseReaction
TEN,AdverseReaction
including,O
fatal,AdverseReaction
outcomes,O
have,O
been,O
reported,O
with,O
ADCETRIS,O
If,O
SJS,O
or,O
TEN,O
occurs,O
discontinue,O
ADCETRIS,O
and,O
administer,O
appropriate,O
medical,O
therapy,O
5,O
12,O
Embryo,O
Fetal,O
Toxicity,O
There,O
are,O
no,O
adequate,O
and,O
well,O
controlled,O
studies,O
of,O
ADCETRIS,O
in,O
pregnant,O
women,O
However,O
based,O
on,O
its,O
mechanism,O
of,O
action,O
and,O
findings,O
in,O
animals,O
ADCETRIS,O
can,Factor
cause,O
fetal harm,AdverseReaction
when,O
administered,O
to,O
a,O
pregnant,O
woman,O
Brentuximab,O
vedotin,O
caused,O
embryo fetal toxicities,AdverseReaction
including,O
significantly,Severity
decreased embryo viability,AdverseReaction
and,O
fetal malformations,AdverseReaction
in,O
animals,Animal
at,O
maternal,O
exposures,O
that,O
were,O
similar,O
to,O
human,O
exposures,O
at,O
the,O
recommended,O
doses,O
for,O
patients,O
with,O
classical,O
HL,O
and,O
sALCL,O
If,O
this,O
drug,O
is,O
used,O
during,O
pregnancy,O
or,O
if,O
the,O
patient,O
becomes,O
pregnant,O
while,O
receiving,O
the,O
drug,O
the,O
patient,O
should,O
be,O
apprised,O
of,O
the,O
potential,O
hazard,O
to,O
the,O
fetus,O
see,O
Use,O
in,O
Specific,O
Populations,O
8,O
1,O
""
BOXED,O
WARNING,O
WARNING,O
PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,AdverseReaction
PML,AdverseReaction
WARNING,O
PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,AdverseReaction
PML,AdverseReaction
JC virus infection,AdverseReaction
resulting,O
in,O
PML,AdverseReaction
and,O
death,AdverseReaction
can,Factor
occur,O
in,O
patients,O
receiving,O
ADCETRIS,O
see,O
Warnings,O
and,O
Precautions,O
5,O
9,O
Adverse,O
Reactions,O
6,O
1,O
EXCERPT,O
WARNING,O
PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,AdverseReaction
PML,AdverseReaction
See,O
Full,O
Prescribing,O
Information,O
for,O
complete,O
boxed,O
warning,O
JC virus infection,AdverseReaction
resulting,O
in,O
PML,AdverseReaction
and,O
death,AdverseReaction
can,Factor
occur,O
in,O
patients,O
receiving,O
ADCETRIS,O
5,O
9,O
6,O
2,O
""
6,O
ADVERSE,O
REACTIONS,O
The,O
following,O
serious,O
adverse,O
reactions,O
are,O
discussed,O
in,O
greater,O
detail,O
in,O
other,O
sections,O
of,O
the,O
prescribing,O
information,O
Peripheral Neuropathy,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
1,O
Anaphylaxis,AdverseReaction
and,O
Infusion Reactions,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
2,O
Hematologic Toxicities,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
3,O
Serious,Severity
Infections,AdverseReaction
and,O
Opportunistic Infections,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
4,O
Tumor Lysis Syndrome,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
5,O
Increased Toxicity,AdverseReaction
in,O
the,O
Presence,O
of,O
Severe,O
Renal,O
Impairment,O
see,O
Warnings,O
and,O
Precautions,O
5,O
6,O
Increased Toxicity,AdverseReaction
in,O
the,O
Presence,O
of,O
Moderate,O
or,O
Severe,O
Hepatic,O
Impairment,O
see,O
Warnings,O
and,O
Precautions,O
5,O
7,O
Hepatotoxicity,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
8,O
Progressive Multifocal Leukoencephalopathy,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
9,O
Pulmonary Toxicity,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
10,O
Serious,Severity
Dermatologic Reactions,AdverseReaction
see,O
Warnings,O
and,O
Precautions,O
5,O
11,O
EXCERPT,O
The,O
most,O
common,O
adverse,O
reactions,O
20,O
were,O
Relapsed,O
classical,O
HL,O
and,O
relapsed,O
sALCL,O
neutropenia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
fatigue,AdverseReaction
nausea,AdverseReaction
anemia,AdverseReaction
upper respiratory tract infection,AdverseReaction
diarrhea,AdverseReaction
pyrexia,AdverseReaction
rash,AdverseReaction
thrombocytopenia,AdverseReaction
cough,AdverseReaction
and,O
vomiting,AdverseReaction
6,O
1,O
Classical,O
HL,O
post,O
auto,O
HSCT,O
consolidation,O
neutropenia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
thrombocytopenia,AdverseReaction
anemia,AdverseReaction
upper respiratory tract infection,AdverseReaction
fatigue,AdverseReaction
peripheral motor neuropathy,AdverseReaction
nausea,AdverseReaction
cough,AdverseReaction
and,O
diarrhea,AdverseReaction
6,O
1,O
To,O
report,O
SUSPECTED,O
ADVERSE,O
REACTIONS,O
contact,O
Seattle,O
Genetics,O
Inc,O
at,O
1,O
855,O
473,O
2436,O
or,O
FDA,O
at,O
1,O
800,O
FDA,O
1088,O
or,O
www,O
fda,O
gov,O
medwatch,O
6,O
1,O
Clinical,O
Trial,O
Experience,O
Because,O
clinical,O
trials,O
are,O
conducted,O
under,O
widely,O
varying,O
conditions,O
adverse,O
reaction,O
rates,O
observed,O
in,O
clinical,O
trials,O
of,O
a,O
drug,O
cannot,O
be,O
directly,O
compared,O
to,O
rates,O
in,O
the,O
clinical,O
trials,O
of,O
another,O
drug,O
and,O
may,O
not,O
reflect,O
the,O
rates,O
observed,O
in,O
practice,O
The,O
data,O
below,O
reflect,O
exposure,O
to,O
ADCETRIS,O
as,O
monotherapy,O
in,O
327,O
patients,O
with,O
classical,O
Hodgkin,O
lymphoma,O
HL,O
and,O
systemic,O
anaplastic,O
large,O
cell,O
lymphoma,O
sALCL,O
including,O
160,O
patients,O
in,O
two,O
uncontrolled,O
single,O
arm,O
trials,O
Studies,O
1,O
and,O
2,O
and,O
167,O
patients,O
in,O
one,O
placebo,O
controlled,O
randomized,O
trial,O
Study,O
3,O
In,O
Studies,O
1,O
and,O
2,O
the,O
most,O
common,O
adverse,O
reactions,O
20,O
regardless,O
of,O
causality,O
were,O
neutropenia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
fatigue,AdverseReaction
nausea,AdverseReaction
anemia,AdverseReaction
upper respiratory tract infection,AdverseReaction
diarrhea,AdverseReaction
pyrexia,AdverseReaction
rash,AdverseReaction
thrombocytopenia,AdverseReaction
cough,AdverseReaction
and,O
vomiting,AdverseReaction
The,O
most,O
common,O
adverse,O
reactions,O
occurring,O
in,O
at,O
least,O
10,O
of,O
patients,O
in,O
either,O
Study,O
1,O
or,O
2,O
regardless,O
of,O
causality,O
using,O
the,O
NCI,O
Common,O
Toxicity,O
Criteria,O
CTC,O
Version,O
3,O
0,O
are,O
shown,O
in,O
Table,O
2,O
In,O
Study,O
3,O
the,O
most,O
common,O
adverse,O
reactions,O
20,O
in,O
the,O
ADCETRIS,O
treatment,O
arm,O
regardless,O
of,O
causality,O
were,O
neutropenia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
thrombocytopenia,AdverseReaction
anemia,AdverseReaction
upper respiratory tract infection,AdverseReaction
fatigue,AdverseReaction
peripheral motor neuropathy,AdverseReaction
nausea,AdverseReaction
cough,AdverseReaction
and,O
diarrhea,AdverseReaction
The,O
most,O
common,O
adverse,O
reactions,O
occurring,O
in,O
at,O
least,O
10,O
of,O
patients,O
using,O
the,O
NCI,O
CTC,O
Version,O
4,O
are,O
shown,O
in,O
Table,O
3,O
Experience,O
in,O
Classical,O
Hodgkin,O
Lymphoma,O
Summary,O
of,O
Clinical,O
Trial,O
Experience,O
in,O
Relapsed,O
Classical,O
HL,O
Study,O
1,O
ADCETRIS,O
was,O
studied,O
in,O
102,O
patients,O
with,O
classical,O
HL,O
in,O
a,O
single,O
arm,O
clinical,O
trial,O
in,O
which,O
the,O
recommended,O
starting,O
dose,O
and,O
schedule,O
was,O
1,O
8,O
mg,O
kg,O
intravenously,O
every,O
3,O
weeks,O
Median,O
duration,O
of,O
treatment,O
was,O
9,O
cycles,O
range,O
1,O
16,O
see,O
Clinical,O
Studies,O
14,O
1,O
The,O
most,O
common,O
adverse,O
reactions,O
20,O
regardless,O
of,O
causality,O
were,O
neutropenia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
fatigue,AdverseReaction
upper respiratory tract infection,AdverseReaction
nausea,AdverseReaction
diarrhea,AdverseReaction
anemia,AdverseReaction
pyrexia,AdverseReaction
thrombocytopenia,AdverseReaction
rash,AdverseReaction
abdominal pain,AdverseReaction
cough,AdverseReaction
and,O
vomiting,AdverseReaction
Summary,O
of,O
Clinical,O
Trial,O
Experience,O
in,O
Classical,O
HL,O
Post,O
auto,O
HSCT,O
Consolidation,O
Study,O
3,O
ADCETRIS,O
was,O
studied,O
in,O
329,O
patients,O
with,O
classical,O
HL,O
at,O
high,O
risk,O
of,O
relapse,O
or,O
progression,O
post,O
auto,O
HSCT,O
in,O
a,O
randomized,O
double,O
blind,O
placebo,O
controlled,O
clinical,O
trial,O
in,O
which,O
the,O
recommended,O
starting,O
dose,O
and,O
schedule,O
was,O
1,O
8,O
mg,O
kg,O
of,O
ADCETRIS,O
administered,O
intravenously,O
over,O
30,O
minutes,O
every,O
3,O
weeks,O
or,O
placebo,O
for,O
up,O
to,O
16,O
cycles,O
Of,O
the,O
329,O
enrolled,O
patients,O
327,O
167,O
brentuximab,O
vedotin,O
160,O
placebo,O
received,O
at,O
least,O
one,O
dose,O
of,O
study,O
treatment,O
The,O
median,O
number,O
of,O
treatment,O
cycles,O
in,O
each,O
study,O
arm,O
was,O
15,O
range,O
1,O
16,O
and,O
80,O
patients,O
48,O
in,O
the,O
ADCETRIS,O
treatment,O
arm,O
received,O
16,O
cycles,O
see,O
Clinical,O
Studies,O
14,O
1,O
Standard,O
international,O
guidelines,O
were,O
followed,O
for,O
infection,O
prophylaxis,O
for,O
herpes,O
simplex,O
virus,O
HSV,O
varicella,O
zoster,O
virus,O
VZV,O
and,O
Pneumocystis,O
jiroveci,O
pneumonia,O
PCP,O
post,O
auto,O
HSCT,O
Overall,O
312,O
patients,O
95,O
received,O
HSV,O
and,O
VZV,O
prophylaxis,O
with,O
a,O
median,O
duration,O
of,O
11,O
1,O
months,O
range,O
0,O
20,O
and,O
319,O
patients,O
98,O
received,O
PCP,O
prophylaxis,O
with,O
a,O
median,O
duration,O
of,O
6,O
5,O
months,O
range,O
0,O
20,O
Experience,O
in,O
Systemic,O
Anaplastic,O
Large,O
Cell,O
Lymphoma,O
Summary,O
of,O
Clinical,O
Trial,O
Experience,O
in,O
Relapsed,O
sALCL,O
Study,O
2,O
ADCETRIS,O
was,O
studied,O
in,O
58,O
patients,O
with,O
sALCL,O
in,O
a,O
single,O
arm,O
clinical,O
trial,O
in,O
which,O
the,O
recommended,O
starting,O
dose,O
and,O
schedule,O
was,O
1,O
8,O
mg,O
kg,O
intravenously,O
every,O
3,O
weeks,O
Median,O
duration,O
of,O
treatment,O
was,O
7,O
cycles,O
range,O
1,O
16,O
see,O
Clinical,O
Studies,O
14,O
2,O
The,O
most,O
common,O
adverse,O
reactions,O
20,O
regardless,O
of,O
causality,O
were,O
neutropenia,AdverseReaction
anemia,AdverseReaction
peripheral sensory neuropathy,AdverseReaction
fatigue,AdverseReaction
nausea,AdverseReaction
pyrexia,AdverseReaction
rash,AdverseReaction
diarrhea,AdverseReaction
and,O
pain,AdverseReaction
Table,O
2,O
Most,O
Commonly,O
Reported,O
10,O
Adverse,O
Reactions,O
in,O
Studies,O
1,O
and,O
2,O
Classical,O
HL,O
sALCL,O
Total,O
N,O
102,O
of,O
patients,O
Total,O
N,O
58,O
of,O
patients,O
Adverse,O
Reaction,O
AnyGrade,O
Grade3,O
Grade4,O
AnyGrade,O
Grade3,O
Grade4,O
Blood,O
and,O
lymphatic,O
system,O
disorders,O
Neutropenia,AdverseReaction
54,O
15,O
6,O
55,O
12,O
9,O
Anemia,AdverseReaction
33,O
8,O
2,O
52,O
2,O
Thrombocytopenia,AdverseReaction
28,O
7,O
2,O
16,O
5,O
5,O
Lymphadenopathy,AdverseReaction
11,O
10,O
Nervous,O
system,O
disorders,O
Peripheral sensory neuropathy,AdverseReaction
52,O
8,O
53,O
10,O
Peripheral motor neuropathy,AdverseReaction
16,O
4,O
7,O
3,O
Headache,AdverseReaction
19,O
16,O
2,O
Dizziness,AdverseReaction
11,O
16,O
General,O
disorders,O
and,O
administration,O
site,O
conditions,O
Fatigue,AdverseReaction
49,O
3,O
41,O
2,O
2,O
Pyrexia,AdverseReaction
29,O
2,O
38,O
2,O
Chills,AdverseReaction
13,O
12,O
Pain,AdverseReaction
7,O
28,O
5,O
Edema peripheral,AdverseReaction
4,O
16,O
Infections,O
and,O
infestations,O
Upper respiratory tract infection,AdverseReaction
47,O
12,O
Gastrointestinal,O
disorders,O
Nausea,AdverseReaction
42,O
38,O
2,O
Diarrhea,AdverseReaction
36,O
1,O
29,O
3,O
Abdominal pain,AdverseReaction
25,O
2,O
1,O
9,O
2,O
Vomiting,AdverseReaction
22,O
17,O
3,O
Constipation,AdverseReaction
16,O
19,O
2,O
Skin,O
and,O
subcutaneous,O
tissue,O
disorders,O
Rash,AdverseReaction
27,O
31,O
Pruritus,AdverseReaction
17,O
19,O
Alopecia,AdverseReaction
13,O
14,O
Night sweats,AdverseReaction
12,O
9,O
Dry skin,AdverseReaction
4,O
10,O
Respiratory,O
thoracic,O
and,O
mediastinal,O
disorders,O
Cough,AdverseReaction
25,O
17,O
Dyspnea,AdverseReaction
13,O
1,O
19,O
2,O
Oropharyngeal pain,AdverseReaction
11,O
9,O
Musculoskeletal,O
and,O
connective,O
tissue,O
disorders,O
Arthralgia,AdverseReaction
19,O
9,O
Myalgia,AdverseReaction
17,O
16,O
2,O
Back pain,AdverseReaction
14,O
10,O
2,O
Pain in extremity,AdverseReaction
10,O
10,O
2,O
2,O
Muscle spasms,AdverseReaction
9,O
10,O
2,O
Psychiatric,O
disorders,O
Insomnia,AdverseReaction
14,O
16,O
Anxiety,AdverseReaction
11,O
2,O
7,O
Metabolism,O
and,O
nutrition,O
disorders,O
Decreased appetite,AdverseReaction
11,O
16,O
2,O
Investigations,O
Weight decreased,AdverseReaction
6,O
12,O
3,O
Table,O
3,O
Most,O
Commonly,O
Reported,O
10,O
in,O
the,O
ADCETRIS,O
arm,O
Adverse,O
Reactions,O
in,O
Study,O
3,O
ADCETRIS,O
Placebo,O
Total,O
N,O
167,O
of,O
patients,O
Total,O
N,O
160,O
of,O
patients,O
Adverse,O
Reaction,O
AnyGrade,O
Grade3,O
Grade4,O
AnyGrade,O
Grade3,O
Grade4,O
Blood,O
and,O
lymphatic,O
system,O
disorders,O
Neutropenia,AdverseReaction
78,O
30,O
9,O
34,O
6,O
4,O
Thrombocytopenia,AdverseReaction
41,O
2,O
4,O
20,O
3,O
2,O
Anemia,AdverseReaction
27,O
4,O
19,O
2,O
Nervous,O
system,O
disorders,O
Peripheral sensory neuropathy,AdverseReaction
56,O
10,O
16,O
1,O
Peripheral motor neuropathy,AdverseReaction
23,O
6,O
2,O
1,O
Headache,AdverseReaction
11,O
2,O
8,O
1,O
Infections,O
and,O
infestations,O
Upper respiratory tract infection,AdverseReaction
26,O
23,O
1,O
General,O
disorders,O
and,O
administration,O
site,O
conditions,O
Fatigue,AdverseReaction
24,O
2,O
18,O
3,O
Pyrexia,AdverseReaction
19,O
2,O
16,O
Chills,AdverseReaction
10,O
5,O
Gastrointestinal,O
disorders,O
Nausea,AdverseReaction
22,O
3,O
8,O
Diarrhea,AdverseReaction
20,O
2,O
10,O
1,O
Vomiting,AdverseReaction
16,O
2,O
7,O
Abdominal pain,AdverseReaction
14,O
2,O
3,O
Constipation,AdverseReaction
13,O
2,O
3,O
Respiratory,O
thoracic,O
and,O
mediastinal,O
disorders,O
Cough,AdverseReaction
21,O
16,O
Dyspnea,AdverseReaction
13,O
6,O
1,O
Investigations,O
Weight decreased,AdverseReaction
19,O
1,O
6,O
Musculoskeletal,O
and,O
connective,O
tissue,O
disorders,O
Arthralgia,AdverseReaction
18,O
1,O
9,O
Muscle spasms,AdverseReaction
11,O
6,O
Myalgia,AdverseReaction
11,O
1,O
4,O
Skin,O
and,O
subcutaneous,O
tissue,O
disorders,O
Pruritus,AdverseReaction
12,O
1,O
8,O
Metabolism,O
and,O
nutrition,O
disorders,O
Decreased appetite,AdverseReaction
12,O
1,O
6,O
Additional,O
Important,O
Adverse,O
Reactions,O
Peripheral,O
neuropathy,O
In,O
Studies,O
1,O
and,O
2,O
54,O
of,O
patients,O
experienced,O
any,O
grade,O
of,O
neuropathy,AdverseReaction
Of,O
these,O
patients,O
49,O
had,O
complete,O
resolution,O
31,O
had,O
partial,O
improvement,O
and,O
20,O
had,O
no,O
improvement,O
Of,O
the,O
patients,O
who,O
reported,O
neuropathy,AdverseReaction
51,O
had,O
residual neuropathy,AdverseReaction
at,O
the,O
time,O
of,O
their,O
last,O
evaluation,O
In,O
Study,O
3,O
67,O
of,O
patients,O
treated,O
with,O
ADCETRIS,O
experienced,O
any,O
grade,O
of,O
neuropathy,AdverseReaction
The,O
